Urutan,NAMA,ID TIANG/GARDU,NAMA TIANG/GARDU,KEYPOINT,LATITUDE,LONGITUDE
450,ANGKLUNG,17TG0125009019,F.ANGKLUNG.000551,PMT ANGKLUNG,-5.39282,104.93485
451,ANGKLUNG,17TG0125009020,F.ANGKLUNG.000552,PMT ANGKLUNG,-5.39284,104.93444
452,ANGKLUNG,17TG0125009021,F.ANGKLUNG.000553,PMT ANGKLUNG,-5.39288,104.93392
453,ANGKLUNG,17TG0125009022,F.ANGKLUNG.000554,PMT ANGKLUNG,-5.39290,104.93355
454,ANGKLUNG,17TG0125009023,F.ANGKLUNG.000555,PMT ANGKLUNG,-5.39292,104.93314
455,ANGKLUNG,17TG0125009024,F.ANGKLUNG.000556,PMT ANGKLUNG,-5.39296,104.93255
456,ANGKLUNG,17TG0125009025,F.ANGKLUNG.000557,PMT ANGKLUNG,-5.39297,104.93221
457,ANGKLUNG,17TG0125009026,F.ANGKLUNG.000558,PMT ANGKLUNG,-5.39298,104.93184
458,ANGKLUNG,17TG0125009027,F.ANGKLUNG.000559,PMT ANGKLUNG,-5.39301,104.93141
459,ANGKLUNG,17TG0125009028,F.ANGKLUNG.000560,PMT ANGKLUNG,-5.39304,104.93089
460,ANGKLUNG,17TG0125009052,F.ANGKLUNG.000566,PMT ANGKLUNG,-5.36762,104.93794
461,ANGKLUNG,17TG0125009053,F.ANGKLUNG.000567,PMT ANGKLUNG,-5.36806,104.93798
462,ANGKLUNG,17TG0125009054,F.ANGKLUNG.000568,PMT ANGKLUNG,-5.36842,104.93800
463,ANGKLUNG,17TG0125009055,F.ANGKLUNG.000569,PMT ANGKLUNG,-5.36883,104.93802
464,ANGKLUNG,17TG0125009056,F.ANGKLUNG.000570,PMT ANGKLUNG,-5.36937,104.93805
465,ANGKLUNG,17TG0125009057,F.ANGKLUNG.000571,PMT ANGKLUNG,-5.36943,104.93844
466,ANGKLUNG,17TG0125009058,F.ANGKLUNG.000572,PMT ANGKLUNG,-5.36941,104.93862
467,ANGKLUNG,17TG0125002320,F.PIANO.000018,PMT ANGKLUNG,-5.36556,104.93842
468,ANGKLUNG,17TG0125002321,F.PIANO.000019,PMT ANGKLUNG,-5.36542,104.93879
469,ANGKLUNG,17TG0125002322,F.PIANO.000020,PMT ANGKLUNG,-5.36521,104.93928
470,ANGKLUNG,17TG0125002323,F.PIANO.000021,PMT ANGKLUNG,-5.36505,104.93962
471,ANGKLUNG,17TG0125002324,F.PIANO.000022,PMT ANGKLUNG,-5.36472,104.94003
472,ANGKLUNG,17TG0125002325,F.PIANO.000023,PMT ANGKLUNG,-5.36443,104.94036
473,ANGKLUNG,17TG0125002326,F.PIANO.000024,PMT ANGKLUNG,-5.36403,104.94069
474,ANGKLUNG,17TG0125002327,F.PIANO.000025,PMT ANGKLUNG,-5.36365,104.94105
475,ANGKLUNG,17TG0125002328,F.PIANO.000026,PMT ANGKLUNG,-5.36333,104.94132
476,ANGKLUNG,17TG0125002329,F.PIANO.000027,PMT ANGKLUNG,-5.36308,104.94159
477,ANGKLUNG,17TG0125002330,F.PIANO.000028,PMT ANGKLUNG,-5.36262,104.94198
478,ANGKLUNG,17TG0125002331,F.PIANO.000029,PMT ANGKLUNG,-5.36222,104.94226
479,ANGKLUNG,17TG0125002332,F.PIANO.000030,PMT ANGKLUNG,-5.36182,104.94242
480,ANGKLUNG,17TG0125002333,F.PIANO.000031,PMT ANGKLUNG,-5.36139,104.94261
481,ANGKLUNG,17TG0125002334,F.PIANO.000032,PMT ANGKLUNG,-5.36108,104.94276
482,ANGKLUNG,17TG0125002335,F.PIANO.000033,PMT ANGKLUNG,-5.36078,104.94298
483,ANGKLUNG,17TG0125002336,F.PIANO.000034,PMT ANGKLUNG,-5.36038,104.94330
484,ANGKLUNG,17TG0125002337,F.PIANO.000035,PMT ANGKLUNG,-5.36022,104.94366
485,ANGKLUNG,17TG0125002338,F.PIANO.000036,PMT ANGKLUNG,-5.35992,104.94403
486,ANGKLUNG,17TG0125002339,F.PIANO.000037,PMT ANGKLUNG,-5.35972,104.94428
487,ANGKLUNG,17TG0125002340,F.PIANO.000038,PMT ANGKLUNG,-5.35943,104.94464
488,ANGKLUNG,17TG0125002341,F.PIANO.000039,PMT ANGKLUNG,-5.35903,104.94494
489,ANGKLUNG,17TG0125002342,F.PIANO.000040,PMT ANGKLUNG,-5.35869,104.94505
490,ANGKLUNG,17TG0125002343,F.PIANO.000041,PMT ANGKLUNG,-5.35818,104.94520
491,ANGKLUNG,17TG0125002344,F.PIANO.000042,PMT ANGKLUNG,-5.35781,104.94543
492,ANGKLUNG,17TG0125002345,F.PIANO.000043,PMT ANGKLUNG,-5.35750,104.94576
493,ANGKLUNG,17TG0125002346,F.PIANO.000044,PMT ANGKLUNG,-5.35731,104.94616
494,ANGKLUNG,17TG0125002347,F.PIANO.000045,PMT ANGKLUNG,-5.35706,104.94649
495,ANGKLUNG,17TG0125002348,F.PIANO.000046,PMT ANGKLUNG,-5.35684,104.94695
496,ANGKLUNG,17TG0125002349,F.PIANO.000047,PMT ANGKLUNG,-5.35670,104.94730
497,ANGKLUNG,17TG0125002350,F.PIANO.000048,PMT ANGKLUNG,-5.35652,104.94762
498,ANGKLUNG,17TG0125002351,F.PIANO.000049,PMT ANGKLUNG,-5.35632,104.94815
499,ANGKLUNG,17TG0125002352,F.PIANO.000050,PMT ANGKLUNG,-5.35609,104.94851
500,ANGKLUNG,17TG0125002353,F.PIANO.000051,PMT ANGKLUNG,-5.35585,104.94890
501,ANGKLUNG,17TG0125002354,F.PIANO.000052,PMT ANGKLUNG,-5.35565,104.94921
502,ANGKLUNG,17TG0125002355,F.PIANO.000053,PMT ANGKLUNG,-5.35548,104.94961
503,ANGKLUNG,17TG0125002356,F.PIANO.000054,PMT ANGKLUNG,-5.35539,104.94996
504,ANGKLUNG,17TG0125002357,F.PIANO.000055,PMT ANGKLUNG,-5.35556,104.95024
505,ANGKLUNG,17TG0125002358,F.PIANO.000056,PMT ANGKLUNG,-5.35588,104.95073
506,ANGKLUNG,17TG0125002359,F.PIANO.000057,PMT ANGKLUNG,-5.35608,104.95108
507,ANGKLUNG,17TG0125002360,F.PIANO.000058,PMT ANGKLUNG,-5.35635,104.95148
508,ANGKLUNG,17TG0125002361,F.PIANO.000059,PMT ANGKLUNG,-5.35642,104.95198
509,ANGKLUNG,17TG0125002362,F.PIANO.000060,PMT ANGKLUNG,-5.35642,104.95246
510,ANGKLUNG,17TG0125002363,F.PIANO.000061,PMT ANGKLUNG,-5.35645,104.95286
511,ANGKLUNG,17TG0125002364,F.PIANO.000062,PMT ANGKLUNG,-5.35646,104.95330
512,ANGKLUNG,17TG0125002365,F.PIANO.000063,PMT ANGKLUNG,-5.35646,104.95379
513,ANGKLUNG,17TG0125002366,F.PIANO.000064,PMT ANGKLUNG,-5.35651,104.95420
514,ANGKLUNG,17TG0125002367,F.PIANO.000065,PMT ANGKLUNG,-5.35661,104.95469
515,ANGKLUNG,17TG0125002368,F.PIANO.000066,PMT ANGKLUNG,-5.35670,104.95511
516,ANGKLUNG,17TG0125002369,F.PIANO.000067,PMT ANGKLUNG,-5.35679,104.95551
517,ANGKLUNG,17TG0125002370,F.PIANO.000068,PMT ANGKLUNG,-5.35690,104.95595
518,ANGKLUNG,17TG0125002371,F.PIANO.000069,PMT ANGKLUNG,-5.35699,104.95643
519,ANGKLUNG,17TG0125002372,F.PIANO.000070,PMT ANGKLUNG,-5.35708,104.95685
520,ANGKLUNG,17TG0125002373,F.PIANO.000071,PMT ANGKLUNG,-5.35711,104.95733
521,ANGKLUNG,17TG0125002374,F.PIANO.000072,PMT ANGKLUNG,-5.35716,104.95775
522,ANGKLUNG,17TG0125002375,F.PIANO.000073,PMT ANGKLUNG,-5.35724,104.95826
523,ANGKLUNG,17TG0125002376,F.PIANO.000074,PMT ANGKLUNG,-5.35728,104.95877
524,ANGKLUNG,17TG0125002377,F.PIANO.000075,PMT ANGKLUNG,-5.35733,104.95915
525,ANGKLUNG,17TG0125002378,F.PIANO.000076,PMT ANGKLUNG,-5.35740,104.95965
526,ANGKLUNG,17TG0125002379,F.PIANO.000077,PMT ANGKLUNG,-5.35741,104.96007
527,ANGKLUNG,17TG0125002380,F.PIANO.000078,PMT ANGKLUNG,-5.35743,104.96053
528,ANGKLUNG,17TG0125002381,F.PIANO.000079,PMT ANGKLUNG,-5.35752,104.96091
529,ANGKLUNG,17TG0125002382,F.PIANO.000080,PMT ANGKLUNG,-5.35733,104.96130
530,ANGKLUNG,17TG0125002383,F.PIANO.000081,PMT ANGKLUNG,-5.35715,104.96185
531,ANGKLUNG,17TG0125002384,F.PIANO.000082,PMT ANGKLUNG,-5.35698,104.96227
532,ANGKLUNG,17TG0125001812,F.ANGKLUNG.000001,REC FAJAR ESUK,-5.35678,104.96249
533,ANGKLUNG,17TG0125001813,F.ANGKLUNG.000002,REC FAJAR ESUK,-5.35698,104.96270
534,ANGKLUNG,17TG0125001814,F.ANGKLUNG.000003,REC FAJAR ESUK,-5.35733,104.96276
535,ANGKLUNG,17TG0125001815,F.ANGKLUNG.000004,REC FAJAR ESUK,-5.35770,104.96281
536,ANGKLUNG,17TG0125001816,F.ANGKLUNG.000005,REC FAJAR ESUK,-5.35811,104.96285
537,ANGKLUNG,17TG0125001817,F.ANGKLUNG.000006,REC FAJAR ESUK,-5.35866,104.96290
538,ANGKLUNG,17TG0125001818,F.ANGKLUNG.000007,REC FAJAR ESUK,-5.35915,104.96288
539,ANGKLUNG,17TG0125001819,F.ANGKLUNG.000008,REC FAJAR ESUK,-5.35946,104.96278
540,ANGKLUNG,17TG0125001820,F.ANGKLUNG.000009,REC FAJAR ESUK,-5.35982,104.96267
541,ANGKLUNG,17TG0125001821,F.ANGKLUNG.000010,REC FAJAR ESUK,-5.36012,104.96258
542,ANGKLUNG,17TG0125001822,F.ANGKLUNG.000011,REC FAJAR ESUK,-5.36013,104.96291
543,ANGKLUNG,17TG0125001823,F.ANGKLUNG.000012,REC FAJAR ESUK,-5.36019,104.96331
544,ANGKLUNG,17TG0125001824,F.ANGKLUNG.000013,REC FAJAR ESUK,-5.36031,104.96363
545,ANGKLUNG,17TG0125001825,F.ANGKLUNG.000014,REC FAJAR ESUK,-5.36045,104.96395
546,ANGKLUNG,17TG0125001826,F.ANGKLUNG.000015,REC FAJAR ESUK,-5.36060,104.96421
547,ANGKLUNG,17TG0125001827,F.ANGKLUNG.000016,REC FAJAR ESUK,-5.36081,104.96469
548,ANGKLUNG,17TG0125001828,F.ANGKLUNG.000017,REC FAJAR ESUK,-5.36095,104.96511
549,ANGKLUNG,17TG0125001829,F.ANGKLUNG.000018,REC FAJAR ESUK,-5.36083,104.96552
550,ANGKLUNG,17TG0125001830,F.ANGKLUNG.000019,REC FAJAR ESUK,-5.36072,104.96598
551,ANGKLUNG,17TG0125001831,F.ANGKLUNG.000020,REC FAJAR ESUK,-5.36061,104.96636
552,ANGKLUNG,17TG0125001832,F.ANGKLUNG.000021,REC FAJAR ESUK,-5.36049,104.96684
553,ANGKLUNG,17TG0125001833,F.ANGKLUNG.000022,REC FAJAR ESUK,-5.36039,104.96723
554,ANGKLUNG,17TG0125001834,F.ANGKLUNG.000023,REC FAJAR ESUK,-5.36025,104.96776
555,ANGKLUNG,17TG0125001835,F.ANGKLUNG.000024,REC FAJAR ESUK,-5.36014,104.96813
556,ANGKLUNG,17TG0125001836,F.ANGKLUNG.000025,REC FAJAR ESUK,-5.36000,104.96860
557,ANGKLUNG,17TG0125001837,F.ANGKLUNG.000026,REC FAJAR ESUK,-5.35988,104.96901
558,ANGKLUNG,17TG0125001838,F.ANGKLUNG.000027,REC FAJAR ESUK,-5.35978,104.96941
559,ANGKLUNG,17TG0125001839,F.ANGKLUNG.000028,REC FAJAR ESUK,-5.35969,104.96979
560,ANGKLUNG,17TG0125001840,F.ANGKLUNG.000029,REC FAJAR ESUK,-5.35951,104.97037
561,ANGKLUNG,17TG0125001841,F.ANGKLUNG.000030,REC FAJAR ESUK,-5.35940,104.97082
562,ANGKLUNG,17TG0125001842,F.ANGKLUNG.000031,REC FAJAR ESUK,-5.35929,104.97124
563,ANGKLUNG,17TG0125001843,F.ANGKLUNG.000032,REC FAJAR ESUK,-5.35920,104.97169
564,ANGKLUNG,17TG0125001844,F.ANGKLUNG.000033,REC FAJAR ESUK,-5.35915,104.97213
565,ANGKLUNG,17TG0125001845,F.ANGKLUNG.000034,REC FAJAR ESUK,-5.35910,104.97264
566,ANGKLUNG,17TG0125001846,F.ANGKLUNG.000035,REC FAJAR ESUK,-5.35906,104.97313
567,ANGKLUNG,17TG0125001847,F.ANGKLUNG.000036,REC FAJAR ESUK,-5.35893,104.97363
568,ANGKLUNG,17TG0125001848,F.ANGKLUNG.000037,REC FAJAR ESUK,-5.35929,104.97369
569,ANGKLUNG,17TG0125001849,F.ANGKLUNG.000038,REC FAJAR ESUK,-5.35981,104.97379
570,ANGKLUNG,17TG0125001850,F.ANGKLUNG.000039,REC FAJAR ESUK,-5.36050,104.97393
571,ANGKLUNG,17TG0125001851,F.ANGKLUNG.000040,REC FAJAR ESUK,-5.36113,104.97404
572,ANGKLUNG,17TG0125001852,F.ANGKLUNG.000041,REC FAJAR ESUK,-5.36173,104.97416
573,ANGKLUNG,17TG0125001853,F.ANGKLUNG.000042,REC FAJAR ESUK,-5.36225,104.97408
574,ANGKLUNG,17TG0125001854,F.ANGKLUNG.000043,REC FAJAR ESUK,-5.36254,104.97412
575,ANGKLUNG,17TG0125001855,F.ANGKLUNG.000044,REC FAJAR ESUK,-5.36314,104.97415
576,ANGKLUNG,17TG0125001856,F.ANGKLUNG.000045,REC FAJAR ESUK,-5.36386,104.97423
577,ANGKLUNG,17TG0125001857,F.ANGKLUNG.000046,REC FAJAR ESUK,-5.36432,104.97359
578,ANGKLUNG,17TG0125001858,F.ANGKLUNG.000047,REC FAJAR ESUK,-5.36474,104.97302
579,ANGKLUNG,17TG0125001859,F.ANGKLUNG.000048,REC FAJAR ESUK,-5.36519,104.97242
580,ANGKLUNG,17TG0125001860,F.ANGKLUNG.000049,REC FAJAR ESUK,-5.36566,104.97177
581,ANGKLUNG,17TG0125001861,F.ANGKLUNG.000050,REC FAJAR ESUK,-5.36614,104.97112
582,ANGKLUNG,17TG0125001862,F.ANGKLUNG.000051,REC FAJAR ESUK,-5.36649,104.97062
583,ANGKLUNG,17TG0125001863,F.ANGKLUNG.000052,REC FAJAR ESUK,-5.36685,104.97016
584,ANGKLUNG,17TG0125001864,F.ANGKLUNG.000053,REC FAJAR ESUK,-5.36703,104.96954
585,ANGKLUNG,17TG0125001865,F.ANGKLUNG.000054,REC FAJAR ESUK,-5.36717,104.96898
586,ANGKLUNG,17TG0125001866,F.ANGKLUNG.000055,REC FAJAR ESUK,-5.36757,104.96855
587,ANGKLUNG,17TG0125001867,F.ANGKLUNG.000056,REC FAJAR ESUK,-5.36780,104.96833
588,ANGKLUNG,17TG0125001868,F.ANGKLUNG.000057,REC FAJAR ESUK,-5.36805,104.96812
589,ANGKLUNG,17TG0125001869,F.ANGKLUNG.000058,REC FAJAR ESUK,-5.36848,104.96765
590,ANGKLUNG,17TG0125001870,F.ANGKLUNG.000059,REC FAJAR ESUK,-5.36872,104.96743
591,ANGKLUNG,17TG0125001871,F.ANGKLUNG.000060,REC FAJAR ESUK,-5.36893,104.96721
592,ANGKLUNG,17TG0125001872,F.ANGKLUNG.000061,REC FAJAR ESUK,-5.36943,104.96676
593,ANGKLUNG,17TG0125001873,F.ANGKLUNG.000062,REC FAJAR ESUK,-5.36975,104.96647
594,ANGKLUNG,17TG0125001874,F.ANGKLUNG.000063,REC FAJAR ESUK,-5.37036,104.96634
595,ANGKLUNG,17TG0125001875,F.ANGKLUNG.000064,REC FAJAR ESUK,-5.37093,104.96629
596,ANGKLUNG,17TG0125001876,F.ANGKLUNG.000065,REC FAJAR ESUK,-5.37157,104.96628
597,ANGKLUNG,17TG0125001877,F.ANGKLUNG.000066,REC FAJAR ESUK,-5.37229,104.96626
598,ANGKLUNG,17TG0125001878,F.ANGKLUNG.000067,REC FAJAR ESUK,-5.37289,104.96632
599,ANGKLUNG,17TG0125001879,F.ANGKLUNG.000068,REC FAJAR ESUK,-5.37359,104.96632
600,ANGKLUNG,17TG0125001880,F.ANGKLUNG.000069,REC FAJAR ESUK,-5.37420,104.96630
601,ANGKLUNG,17TG0125001881,F.ANGKLUNG.000070,REC FAJAR ESUK,-5.37456,104.96631
602,ANGKLUNG,17TG0125001882,F.ANGKLUNG.000071,REC FAJAR ESUK,-5.37491,104.96630
603,ANGKLUNG,17TG0125001883,F.ANGKLUNG.000072,REC FAJAR ESUK,-5.37552,104.96632
604,ANGKLUNG,17TG0125001884,F.ANGKLUNG.000073,REC FAJAR ESUK,-5.37618,104.96632
605,ANGKLUNG,17TG0125001885,F.ANGKLUNG.000074,REC FAJAR ESUK,-5.37647,104.96630
606,ANGKLUNG,17TG0125001886,F.ANGKLUNG.000075,REC FAJAR ESUK,-5.37685,104.96629
607,ANGKLUNG,17TG0125001887,F.ANGKLUNG.000076,REC FAJAR ESUK,-5.37712,104.96630
608,ANGKLUNG,17TG0125001888,F.ANGKLUNG.000077,REC FAJAR ESUK,-5.37744,104.96632
609,ANGKLUNG,17TG0125001889,F.ANGKLUNG.000078,REC FAJAR ESUK,-5.37775,104.96634
610,ANGKLUNG,17TG0125001890,F.ANGKLUNG.000079,REC FAJAR ESUK,-5.37807,104.96640
611,ANGKLUNG,17TG0125001891,F.ANGKLUNG.000080,REC FAJAR ESUK,-5.37852,104.96678
612,ANGKLUNG,17TG0125001892,F.ANGKLUNG.000081,REC FAJAR ESUK,-5.37873,104.96700
613,ANGKLUNG,17TG0125001893,F.ANGKLUNG.000082,REC FAJAR ESUK,-5.37891,104.96724
614,ANGKLUNG,17TG0125001894,F.ANGKLUNG.000083,REC FAJAR ESUK,-5.37933,104.96774
615,ANGKLUNG,17TG0125001895,F.ANGKLUNG.000084,REC FAJAR ESUK,-5.37952,104.96794
616,ANGKLUNG,17TG0125001896,F.ANGKLUNG.000085,REC FAJAR ESUK,-5.37993,104.96832
617,ANGKLUNG,17TG0125001897,F.ANGKLUNG.000086,REC FAJAR ESUK,-5.38059,104.96850
618,ANGKLUNG,17TG0125001898,F.ANGKLUNG.000087,REC FAJAR ESUK,-5.38126,104.96858
619,ANGKLUNG,17TG0125001899,F.ANGKLUNG.000088,REC FAJAR ESUK,-5.38158,104.96868
620,ANGKLUNG,17TG0125001900,F.ANGKLUNG.000089,REC FAJAR ESUK,-5.38188,104.96881
621,ANGKLUNG,17TG0125001901,F.ANGKLUNG.000090,REC FAJAR ESUK,-5.38250,104.96911
622,ANGKLUNG,17TG0125001902,F.ANGKLUNG.000091,REC FAJAR ESUK,-5.38281,104.96925
623,ANGKLUNG,17TG0125001903,F.ANGKLUNG.000092,REC FAJAR ESUK,-5.38312,104.96938
624,ANGKLUNG,17TG0125001904,F.ANGKLUNG.000093,REC FAJAR ESUK,-5.38366,104.96958
625,ANGKLUNG,17TG0125001905,F.ANGKLUNG.000094,REC FAJAR ESUK,-5.38426,104.96980
626,ANGKLUNG,17TG0125001906,F.ANGKLUNG.000095,REC FAJAR ESUK,-5.38472,104.96999
627,ANGKLUNG,17TG0125001907,F.ANGKLUNG.000096,REC FAJAR ESUK,-5.38505,104.96989
628,ANGKLUNG,17TG0125001908,F.ANGKLUNG.000097,REC FAJAR ESUK,-5.38541,104.96982
629,ANGKLUNG,17TG0125001909,F.ANGKLUNG.000098,REC FAJAR ESUK,-5.38591,104.96971
630,ANGKLUNG,17TG0125001910,F.ANGKLUNG.000099,REC FAJAR ESUK,-5.38644,104.96951
631,ANGKLUNG,17TG0125001911,F.ANGKLUNG.000100,REC FAJAR ESUK,-5.38677,104.96938
632,ANGKLUNG,17TG0125001912,F.ANGKLUNG.000101,REC FAJAR ESUK,-5.38711,104.96925
633,ANGKLUNG,17TG0125001913,F.ANGKLUNG.000102,REC FAJAR ESUK,-5.38750,104.96914
634,ANGKLUNG,17TG0125001914,F.ANGKLUNG.000103,REC FAJAR ESUK,-5.38793,104.96905
635,ANGKLUNG,17TG0125001915,F.ANGKLUNG.000104,REC FAJAR ESUK,-5.38839,104.96899
636,ANGKLUNG,17TG0125001916,F.ANGKLUNG.000105,REC FAJAR ESUK,-5.36362,104.97456
637,ANGKLUNG,17TG0125001917,F.ANGKLUNG.000106,REC FAJAR ESUK,-5.36353,104.97469
638,ANGKLUNG,17TG0125001918,F.ANGKLUNG.000107,REC FAJAR ESUK,-5.36330,104.97499
639,ANGKLUNG,17TG0125001919,F.ANGKLUNG.000108,REC FAJAR ESUK,-5.36312,104.97524
640,ANGKLUNG,17TG0125001920,F.ANGKLUNG.000109,REC FAJAR ESUK,-5.36290,104.97553
641,ANGKLUNG,17TG0125001921,F.ANGKLUNG.000110,REC FAJAR ESUK,-5.36264,104.97587
642,ANGKLUNG,17TG0125001922,F.ANGKLUNG.000111,REC FAJAR ESUK,-5.36245,104.97613
643,ANGKLUNG,17TG0125001923,F.ANGKLUNG.000112,REC FAJAR ESUK,-5.36209,104.97661
644,ANGKLUNG,17TG0125001924,F.ANGKLUNG.000113,REC FAJAR ESUK,-5.36174,104.97708
645,ANGKLUNG,17TG0125001925,F.ANGKLUNG.000114,REC FAJAR ESUK,-5.36223,104.97715
646,ANGKLUNG,17TG0125001926,F.ANGKLUNG.000115,REC FAJAR ESUK,-5.38740,104.96845
647,ANGKLUNG,17TG0125001927,F.ANGKLUNG.000116,REC FAJAR ESUK,-5.38732,104.96783
648,ANGKLUNG,17TG0125001928,F.ANGKLUNG.000117,REC FAJAR ESUK,-5.38723,104.96720
649,ANGKLUNG,17TG0125001929,F.ANGKLUNG.000118,REC FAJAR ESUK,-5.38716,104.96653
650,ANGKLUNG,17TG0125001930,F.ANGKLUNG.000119,REC FAJAR ESUK,-5.38712,104.96588
651,ANGKLUNG,17TG0125001931,F.ANGKLUNG.000120,REC FAJAR ESUK,-5.38710,104.96526
652,ANGKLUNG,17TG0125001932,F.ANGKLUNG.000121,REC FAJAR ESUK,-5.38710,104.96460
653,ANGKLUNG,17TG0125001933,F.ANGKLUNG.000122,REC FAJAR ESUK,-5.38714,104.96400
654,ANGKLUNG,17TG0125001934,F.ANGKLUNG.000123,REC FAJAR ESUK,-5.38718,104.96321
655,ANGKLUNG,17TG0125001935,F.ANGKLUNG.000124,REC FAJAR ESUK,-5.38724,104.96260
656,ANGKLUNG,17TG0125001936,F.ANGKLUNG.000125,REC FAJAR ESUK,-5.38732,104.96195
657,ANGKLUNG,17TG0125001937,F.ANGKLUNG.000126,REC FAJAR ESUK,-5.38739,104.96133
658,ANGKLUNG,17TG0125001938,F.ANGKLUNG.000127,REC FAJAR ESUK,-5.38750,104.96073
659,ANGKLUNG,17TG0125001939,F.ANGKLUNG.000128,REC FAJAR ESUK,-5.38812,104.96077
660,ANGKLUNG,17TG0125001940,F.ANGKLUNG.000129,REC FAJAR ESUK,-5.38876,104.96083
661,ANGKLUNG,17TG0125001941,F.ANGKLUNG.000130,REC FAJAR ESUK,-5.38943,104.96086
662,ANGKLUNG,17TG0125001942,F.ANGKLUNG.000131,REC FAJAR ESUK,-5.39015,104.96088
663,ANGKLUNG,17TG0125001943,F.ANGKLUNG.000132,REC FAJAR ESUK,-5.39077,104.96092
664,ANGKLUNG,17TG0125001944,F.ANGKLUNG.000133,REC FAJAR ESUK,-5.39139,104.96078
665,ANGKLUNG,17TG0125001945,F.ANGKLUNG.000134,REC FAJAR ESUK,-5.39205,104.96068
666,ANGKLUNG,17TG0125001946,F.ANGKLUNG.000135,REC FAJAR ESUK,-5.39268,104.96059
667,ANGKLUNG,17TG0125001947,F.ANGKLUNG.000136,REC FAJAR ESUK,-5.39328,104.96051
668,ANGKLUNG,17TG0125001948,F.ANGKLUNG.000137,REC FAJAR ESUK,-5.39393,104.96043
669,ANGKLUNG,17TG0125001949,F.ANGKLUNG.000138,REC FAJAR ESUK,-5.39457,104.96037
670,ANGKLUNG,17TG0125001950,F.ANGKLUNG.000139,REC FAJAR ESUK,-5.39517,104.96023
671,ANGKLUNG,17TG0125001951,F.ANGKLUNG.000140,REC FAJAR ESUK,-5.39582,104.96016
672,ANGKLUNG,17TG0125001952,F.ANGKLUNG.000141,REC FAJAR ESUK,-5.39645,104.96014
673,ANGKLUNG,17TG0125001953,F.ANGKLUNG.000142,REC FAJAR ESUK,-5.39707,104.96017
674,ANGKLUNG,17TG0125001954,F.ANGKLUNG.000143,REC FAJAR ESUK,-5.39770,104.96020
675,ANGKLUNG,17TG0125001955,F.ANGKLUNG.000144,REC FAJAR ESUK,-5.39836,104.96027
676,ANGKLUNG,17TG0125001956,F.ANGKLUNG.000145,REC FAJAR ESUK,-5.39897,104.96021
677,ANGKLUNG,17TG0125001957,F.ANGKLUNG.000146,REC FAJAR ESUK,-5.39959,104.96014
678,ANGKLUNG,17TG0125001958,F.ANGKLUNG.000147,REC FAJAR ESUK,-5.40022,104.96005
679,ANGKLUNG,17TG0125001959,F.ANGKLUNG.000148,REC FAJAR ESUK,-5.40086,104.95996
680,ANGKLUNG,17TG0125001960,F.ANGKLUNG.000149,REC FAJAR ESUK,-5.40149,104.95994
681,ANGKLUNG,17TG0125001961,F.ANGKLUNG.000150,REC FAJAR ESUK,-5.40215,104.95993
682,ANGKLUNG,17TG0125001962,F.ANGKLUNG.000151,REC FAJAR ESUK,-5.40281,104.96005
683,ANGKLUNG,17TG0125001963,F.ANGKLUNG.000152,REC FAJAR ESUK,-5.40343,104.96007
684,ANGKLUNG,17TG0125001964,F.ANGKLUNG.000153,REC FAJAR ESUK,-5.40405,104.96007
685,ANGKLUNG,17TG0125001965,F.ANGKLUNG.000154,REC FAJAR ESUK,-5.40471,104.96009
686,ANGKLUNG,17TG0125002074,F.ANGKLUNG.000263,REC FAJAR ESUK,-5.38798,104.95493
687,ANGKLUNG,17TG0125002075,F.ANGKLUNG.000264,REC FAJAR ESUK,-5.38793,104.95538
688,ANGKLUNG,17TG0125002076,F.ANGKLUNG.000265,REC FAJAR ESUK,-5.38790,104.95582
689,ANGKLUNG,17TG0125002077,F.ANGKLUNG.000266,REC FAJAR ESUK,-5.38786,104.95628
690,ANGKLUNG,17TG0125002078,F.ANGKLUNG.000267,REC FAJAR ESUK,-5.38782,104.95671
691,ANGKLUNG,17TG0125002079,F.ANGKLUNG.000268,REC FAJAR ESUK,-5.38779,104.95720
692,ANGKLUNG,17TG0125002080,F.ANGKLUNG.000269,REC FAJAR ESUK,-5.38774,104.95770
693,ANGKLUNG,17TG0125002081,F.ANGKLUNG.000270,REC FAJAR ESUK,-5.38768,104.95829
694,ANGKLUNG,17TG0125002082,F.ANGKLUNG.000271,REC FAJAR ESUK,-5.38762,104.95890
695,ANGKLUNG,17TG0125002083,F.ANGKLUNG.000272,REC FAJAR ESUK,-5.38756,104.95954
696,ANGKLUNG,17TG0125002084,F.ANGKLUNG.000273,REC FAJAR ESUK,-5.38751,104.96017
697,ANGKLUNG,17TG0125010022,F.ANGKLUNG.000573,REC FAJAR ESUK,-5.39743,104.96010
698,ANGKLUNG,17TG0125010023,F.ANGKLUNG.000574,REC FAJAR ESUK,-5.39741,104.95975
699,ANGKLUNG,17TG0125010024,F.ANGKLUNG.000575,REC FAJAR ESUK,-5.39742,104.95919
700,ANGKLUNG,17TG0125010025,F.ANGKLUNG.000576,REC FAJAR ESUK,-5.39748,104.95875
701,ANGKLUNG,17TG0125010026,F.ANGKLUNG.000577,REC FAJAR ESUK,-5.39752,104.95830
702,ANGKLUNG,17TG0125010027,F.ANGKLUNG.000578,REC FAJAR ESUK,-5.39754,104.95787
