Urutan,NAMA,ID TIANG/GARDU,NAMA TIANG/GARDU,KEYPOINT,LATITUDE,LONGITUDE
703,ANGKLUNG,17TG0125010028,F.ANGKLUNG.000579,REC FAJAR ESUK,-5.39753,104.95728
704,ANGKLUNG,17TG0125010029,F.ANGKLUNG.000580,REC FAJAR ESUK,-5.39753,104.95686
705,ANGKLUNG,17TG0125010030,F.ANGKLUNG.000581,REC FAJAR ESUK,-5.39748,104.95646
706,ANGKLUNG,17TG0125010031,F.ANGKLUNG.000582,REC FAJAR ESUK,-5.39744,104.95587
707,ANGKLUNG,17TG0125010032,F.ANGKLUNG.000583,REC FAJAR ESUK,-5.39736,104.95533
708,ANGKLUNG,17TG0125010033,F.ANGKLUNG.000584,REC FAJAR ESUK,-5.39735,104.95484
709,ANGKLUNG,17TG0125010034,F.ANGKLUNG.000585,REC FAJAR ESUK,-5.39745,104.95435
710,ANGKLUNG,17TG0125010035,F.ANGKLUNG.000586,REC FAJAR ESUK,-5.39749,104.95404
711,ANGKLUNG,17TG01L1014191,F.ANGKLUNG.000609,REC FAJAR ESUK,-5.39668,104.96016
712,ANGKLUNG,17TG01L1014192,F.ANGKLUNG.000610,REC FAJAR ESUK,-5.39668,104.96043
713,ANGKLUNG,17TG01L1014193,F.ANGKLUNG.000611,REC FAJAR ESUK,-5.39668,104.96062
714,ANGKLUNG,17TG01L1015210,F.ANGKLUNG.000630,REC FAJAR ESUK,-5.37547,104.96583
715,ANGKLUNG,17TG01L1015211,F.ANGKLUNG.000631,REC FAJAR ESUK,-5.37539,104.96544
716,ANGKLUNG,17TG01L1015212,F.ANGKLUNG.000632,REC FAJAR ESUK,-5.37532,104.96499
717,ANGKLUNG,17TG01L1015213,F.ANGKLUNG.000633,REC FAJAR ESUK,-5.37530,104.96456
718,ANGKLUNG,17TG01L1015214,F.ANGKLUNG.000634,REC FAJAR ESUK,-5.37528,104.96412
719,ANGKLUNG,17TG01L1015215,F.ANGKLUNG.000635,REC FAJAR ESUK,-5.37511,104.96369
720,ANGKLUNG,17TG01L1015216,F.ANGKLUNG.000636,REC FAJAR ESUK,-5.37490,104.96324
721,ANGKLUNG,17TG01L1015217,F.ANGKLUNG.000637,REC FAJAR ESUK,-5.37476,104.96290
722,ANGKLUNG,17TG01L1015229,F.ANGKLUNG.000638,REC FAJAR ESUK,-5.37516,104.96268
723,ANGKLUNG,17TG01L1015230,F.ANGKLUNG.000639,REC FAJAR ESUK,-5.37551,104.96248
724,ANGKLUNG,17TG01L1015231,F.ANGKLUNG.000640,REC FAJAR ESUK,-5.37590,104.96224
725,ANGKLUNG,17TG01L1015232,F.ANGKLUNG.000641,REC FAJAR ESUK,-5.37633,104.96195
726,ANGKLUNG,17TG01L1015233,F.ANGKLUNG.000642,REC FAJAR ESUK,-5.37668,104.96172
727,ANGKLUNG,17TG01L1015234,F.ANGKLUNG.000643,REC FAJAR ESUK,-5.37712,104.96143
728,ANGKLUNG,17TG01L1015235,F.ANGKLUNG.000644,REC FAJAR ESUK,-5.37763,104.96120
729,ANGKLUNG,17TG01L1015236,F.ANGKLUNG.000645,REC FAJAR ESUK,-5.37811,104.96101
730,ANGKLUNG,17TG01L1015237,F.ANGKLUNG.000646,REC FAJAR ESUK,-5.37855,104.96080
731,ANGKLUNG,17TG01L1015238,F.ANGKLUNG.000647,REC FAJAR ESUK,-5.37873,104.96028
732,ANGKLUNG,17TG01L1015239,F.ANGKLUNG.000648,REC FAJAR ESUK,-5.37881,104.95974
733,ANGKLUNG,17TG01L1015187,F.ANGKLUNG.000649,REC FAJAR ESUK,-5.37875,104.95934
734,ANGKLUNG,17TG01L1015188,F.ANGKLUNG.000650,REC FAJAR ESUK,-5.37869,104.95888
735,ANGKLUNG,17TG01L1015189,F.ANGKLUNG.000651,REC FAJAR ESUK,-5.37863,104.95848
736,ANGKLUNG,17TG01L1015190,F.ANGKLUNG.000652,REC FAJAR ESUK,-5.37858,104.95810
737,ANGKLUNG,17TG01L1015191,F.ANGKLUNG.000653,REC FAJAR ESUK,-5.37853,104.95764
738,ANGKLUNG,17GD0125000454,PU0047,FCO JATI AGUNG,-5.39248,104.94284
739,ANGKLUNG,17GD0125000455,PU0086,FCO JATI AGUNG,-5.38808,104.95400
740,ANGKLUNG,17GD0125022208,PU0196,FCO JATI AGUNG,-5.39783,104.94231
741,ANGKLUNG,17GD01L3100717,PU0201,FCO JATI AGUNG,-5.39333,104.92630
742,ANGKLUNG,17GD0125022124,PU0174,FCO JATI AGUNG,-5.39246,104.92687
743,ANGKLUNG,17GD0125022120,PU0180,FCO JATI AGUNG,-5.39253,104.94119
744,ANGKLUNG,17GD0125022123,PU0189,FCO JATI AGUNG,-5.39147,104.93255
745,ANGKLUNG,17GD0125000463,PU0041,FCO KRESNO MULYO,-5.41936,104.92044
746,ANGKLUNG,17GD0125000464,PU0042,FCO KRESNO MULYO,-5.42099,104.91512
747,ANGKLUNG,17GD0125000465,PU0079,FCO KRESNO MULYO,-5.42087,104.93445
748,ANGKLUNG,17GD0125022117,PU0187,FCO KRESNO MULYO,-5.41706,104.92238
749,ANGKLUNG,17GD0125022204,PU0192,FCO KRESNO MULYO,-5.41786,104.92054
750,ANGKLUNG,17GD0125000453,PU0113,FCO KURNIA JAYA,-5.39052,104.93872
751,ANGKLUNG,17GD01L3100716,PU0200,FCO KURNIA JAYA,-5.39112,104.93926
752,ANGKLUNG,17GD0125022122,PU0182,FCO KURNIA JAYA,-5.39090,104.93823
753,ANGKLUNG,17GD0125000451,PU0059,FCO PU026 KRAWANG,-5.41046,104.96682
754,ANGKLUNG,17GD0125000467,PU0146,FCO PU026 KRAWANG,-5.40731,104.97043
755,ANGKLUNG,17GD01L3100866,PU0205,FCO PU026 KRAWANG,-5.40740,104.97042
756,ANGKLUNG,17GD0125022118,PU0188,FCO PU026 KRAWANG,-5.40727,104.96996
757,ANGKLUNG,17GD0125000460,PU0046,FCO SUMBER AGUNG,-5.41218,104.91711
758,ANGKLUNG,17GD0125000461,PU0053,FCO SUMBER AGUNG,-5.40795,104.91257
759,ANGKLUNG,17GD0125000459,PU0062,FCO SUMBER AGUNG,-5.41307,104.92033
760,ANGKLUNG,17GD0125000462,PU0064,FCO SUMBER AGUNG,-5.40323,104.91044
761,ANGKLUNG,17GD0125022057,PU0177,FCO SUMBER AGUNG,-5.4106,104.91258
762,ANGKLUNG,17GD01L3100865,PU0204,FCO SUMBER AGUNG,-5.41409,104.90707
763,ANGKLUNG,17GD0125000450,PU0014,LBSM AMBARAWA,-5.41314,104.95027
764,ANGKLUNG,17GD0125000447,PU0026,LBSM AMBARAWA,-5.41107,104.96030
765,ANGKLUNG,17GD0125000457,PU0027,LBSM AMBARAWA,-5.41426,104.93769
766,ANGKLUNG,17GD0125000449,PU0040,LBSM AMBARAWA,-5.41192,104.95347
767,ANGKLUNG,17GD0125000456,PU0070,LBSM AMBARAWA,-5.41400,104.94523
768,ANGKLUNG,17GD0125000458,PU0078,LBSM AMBARAWA,-5.41387,104.93389
769,ANGKLUNG,17GD0125000445,PU0085,LBSM AMBARAWA,-5.40601,104.96012
770,ANGKLUNG,17GD0125000448,PU0111,LBSM AMBARAWA,-5.41170,104.95640
771,ANGKLUNG,17GD0125000446,PU0142,LBSM AMBARAWA,-5.40752,104.96017
772,ANGKLUNG,17GD0125022055,PU0171,LBSM AMBARAWA,-5.4114,104.95778
773,ANGKLUNG,17GD01L3100715,PU0199,LBSM AMBARAWA,-5.40651,104.95379
774,ANGKLUNG,17GD0125000452,PU0084,FCO PU026 KRAWANG,-5.40995,104.97263
775,ANGKLUNG,17GD0125022049,PU0110,PMT ANGKLUNG,-5.36727,104.93801
776,ANGKLUNG,17GD0125000468,PU0147,PMT ANGKLUNG,-5.42399,104.91531
777,ANGKLUNG,17GD0125000469,PU0148,FCO SUMBER AGUNG,-5.40754,104.91998
778,ANGKLUNG,17GD0125000473,PU0151,PMT ANGKLUNG,-5.36670,104.96809
779,ANGKLUNG,17GD0125000471,PU0154,FCO PU154,-5.41033,104.97390
780,ANGKLUNG,17GD0125000472,PU0156,PMT ANGKLUNG,-5.39863,104.96232
781,ANGKLUNG,17GD0125022054,PU0157,PMT ANGKLUNG,-5.39024,104.96956
782,ANGKLUNG,17GD0125022056,PU0165,LBSM AMBARAWA,-5.41448,104.95522
783,ANGKLUNG,17GD0125022143,PU0190,PMT ANGKLUNG,-5.35670,104.94730
784,ANGKLUNG,17GD0125022207,PU0195,PMT ANGKLUNG,-5.39860,104.96138
785,ANGKLUNG,17GD0125022126,PU0161,PMT ANGKLUNG,-5.36941,104.93862
786,ANGKLUNG,17GD0125022125,PU0185,PMT ANGKLUNG,-5.36702,104.93597
787,ANGKLUNG,17GD0125000437,PU0001,REC FAJAR ESUK,-5.38839,104.96899
788,ANGKLUNG,17GD0125000429,PU0005,REC FAJAR ESUK,-5.35893,104.97363
789,ANGKLUNG,17GD0125000434,PU0021,REC FAJAR ESUK,-5.36805,104.96812
790,ANGKLUNG,17GD0125000435,PU0022,REC FAJAR ESUK,-5.37993,104.96832
791,ANGKLUNG,17GD0125000436,PU0023,REC FAJAR ESUK,-5.38750,104.96914
792,ANGKLUNG,17GD0125000442,PU0024,REC FAJAR ESUK,-5.38750,104.96073
793,ANGKLUNG,17GD0125000444,PU0025,REC FAJAR ESUK,-5.40281,104.96005
794,ANGKLUNG,17GD0125000428,PU0033,REC FAJAR ESUK,-5.36060,104.96421
795,ANGKLUNG,17GD0125000431,PU0054,REC FAJAR ESUK,-5.36386,104.97423
796,ANGKLUNG,17GD0125000433,PU0061,REC FAJAR ESUK,-5.37552,104.96632
797,ANGKLUNG,17GD0125000432,PU0065,REC FAJAR ESUK,-5.36975,104.96647
798,ANGKLUNG,17GD0125000439,PU0087,REC FAJAR ESUK,-5.36174,104.97708
799,ANGKLUNG,17GD0125000440,PU0091,REC FAJAR ESUK,-5.36223,104.97715
800,ANGKLUNG,17GD0125000430,PU0105,REC FAJAR ESUK,-5.36173,104.97416
801,ANGKLUNG,17GD0125000441,PU0106,REC FAJAR ESUK,-5.38714,104.96400
802,ANGKLUNG,17GD0125000443,PU0109,REC FAJAR ESUK,-5.39836,104.96027
803,ANGKLUNG,17GD0125000438,PU0141,REC FAJAR ESUK,-5.36209,104.97661
804,ANGKLUNG,17GD0125000466,PU0144,REC FAJAR ESUK,-5.35968,104.96978
805,ANGKLUNG,17GD0125000470,PU0150,REC FAJAR ESUK,-5.38790,104.95582
806,ANGKLUNG,17GD0125022051,PU0160,REC FAJAR ESUK,-5.36027,104.96765
807,ANGKLUNG,17GD0125022052,PU0168,REC FAJAR ESUK,-5.36285,104.97545
808,ANGKLUNG,17GD0125022053,PU0169,REC FAJAR ESUK,-5.36608,104.97115
809,ANGKLUNG,17GD01L3100714,PU0197,REC FAJAR ESUK,-5.39668,104.96062
810,ANGKLUNG,17GD01L3100864,PU0202,REC FAJAR ESUK,-5.37853,104.95764
811,ANGKLUNG,17GD0125022121,PU0186,REC FAJAR ESUK,-5.38578,104.96428
812,ANGKLUNG,17GD0125022203,PU0191,REC FAJAR ESUK,-5.39748,104.95405
